#,Enroll_no,Application_no,year_term_code,course_code,branch_code,semester_code,college_code,acad_fee,dev_fee,univ_fee,caution money,univ_enroll_fee,exam_fee,excess_fee,late_fee,reg_fee,other_fee,misc_fee,total_fee,paid_status,payment mode,utr/upi/neft/DD number,via bank name/ paytm / phonepay/ googlepay etc,payment date,trans_id,dt_insrt,by_insrt,dt_updt,by_updt,Remark1,Remark2,LateFee
1087,DE14014,8081600216,Jan-16,BE,CIVIENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010835097575434436,",04-07-2015 00:00,ADMIN,08-01-2016 19:17,,,,0
1088,DE15094,8081601713,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010842897280808741,",,ADMIN,08-01-2016 19:25,kruti54computers,,,0
1089,DE15197,8081601791,Jan-16,BE,ECIENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010806257105640456,",,ADMIN,08-01-2016 19:27,sanjayjain2567,,,0
1090,DE15150,8081601829,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010830720152913115,",,ADMIN,08-01-2016 19:27,saklecha4177,,,0
1091,DE15286,8081601831,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010819763681677722,",,ADMIN,08-01-2016 19:29,saklecha4177,,,0
1092,DE14023,8081601830,Jan-16,BE,CIVIENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010831520233055510,",,ADMIN,08-01-2016 19:29,friendship11,,,0
1093,DE1200564,8081601708,Jan-16,BE,CIVIENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010814983265429042,",,ADMIN,08-01-2016 19:31,chintu,,,0
1094,DE15159,8081601805,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010816500186815895,",,ADMIN,08-01-2016 19:34,NICTCSCBANJARI,,,0
1095,DE15102,8081601789,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010806220175863947,",,ADMIN,08-01-2016 19:35,NICTCSCBANJARI,,,0
1096,DE14519,8081601095,Jan-16,BE,MECHENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010846973181902422,",10-06-2016 00:00,ADMIN,08-01-2016 19:35,krishnaenterprises,,,0
1097,DE15229,8081601828,Jan-16,BE,ECIENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010806060352976237,",,ADMIN,08-01-2016 19:36,,,,0
1098,DE14498,8081600188,Jan-16,BE,MECHENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010809453100719475,",,ADMIN,08-01-2016 19:36,,,,0
1099,DE13616,8081600026,Jan-16,BE,ITENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010850700858507824,",,ADMIN,08-01-2016 19:36,krishnaenterprises,,,0
1100,DE13213,8081601833,Jan-16,BE,COMPENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010813990631749213,",02-09-2014 00:00,ADMIN,08-01-2016 19:37,SHAKUNTAL,,,0
1101,DE15277,8081601835,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010850470157556882,",07-11-2013 00:00,ADMIN,08-01-2016 19:37,NICTCSCBANJARI,,,0
1102,DS1210913,8081601834,Jan-16,MSC,AM,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010856330115572304,",01-09-2012 00:00,ADMIN,08-01-2016 19:37,yadavcyber,,,0
1103,DE15184,8081601610,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010851110398453194,",08-05-2012 00:00,ADMIN,08-01-2016 19:38,NICTCSCBANJARI,,,0
1104,DE15260,8081601836,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010848303356899600,",,ADMIN,08-01-2016 19:50,markcom,,,0
1105,DE15358,8081601837,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010856153228250687,",,ADMIN,08-01-2016 19:51,markcom,,,0
1106,DE15375,8081600957,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010839103145015393,",,ADMIN,08-01-2016 19:53,CYBERON,,,0
1107,DE14424,8081601337,Jan-16,BE,ITENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010848833185192340,",05-11-2016 00:00,ADMIN,08-01-2016 19:55,,,,0
1108,DE13365,8081600161,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010806627118345347,",,ADMIN,08-01-2016 19:56,CYBERSAMIR,,,0
1109,DE15211,8081601838,Jan-16,BE,ECIENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010841870649993779,",11-03-2012 00:00,ADMIN,08-01-2016 19:56,cyberlifeindore,,,0
1110,DE15165,8081601601,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010804347703545852,",,ADMIN,08-01-2016 20:07,a1246133140922,,,0
1111,DE13058,8081601133,Jan-16,BE,COMPENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010856080280945403,",,ADMIN,08-01-2016 20:08,G9COMPUTER,,,0
1112,DE13068,8081601126,Jan-16,BE,COMPENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010808817175931049,",,ADMIN,08-01-2016 20:12,,,,0
1113,DE1200565,8081601839,Jan-16,BE,CIVIENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010812037200239002,",,ADMIN,08-01-2016 20:17,,,,0
1114,DE14418,8081601216,Jan-16,BE,ITENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010832790232552892,",08-01-2016 00:00,ADMIN,08-01-2016 20:21,,,,0
1115,DE15413,8081601842,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010859617154200809,",,ADMIN,08-01-2016 20:30,saibhagwan,,,0
1116,DE14355,8081600820,Jan-16,BE,ECTELEG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010815843126593634,",,ADMIN,08-01-2016 20:31,,,,0
1117,DE15068,8081601845,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010803873558772536,",,ADMIN,08-01-2016 20:32,Lucky308,,,0
1118,DE15125,8081601849,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010850830242892448,",,ADMIN,08-01-2016 20:35,Lucky308,,,0
1119,DE15079,8081601853,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010851557247085920,",,ADMIN,08-01-2016 20:36,Lucky308,,,0
1120,DE15172,8081601857,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010817437124258951,",10-02-2012 00:00,ADMIN,08-01-2016 20:38,Lucky308,,,0
1121,DE15166,8081601858,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010859660271491246,",,ADMIN,08-01-2016 20:40,Lucky308,,,0
1122,DE1200352,8081600847,Jan-16,BE,ITENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010823940185843718,",05-04-2013 00:00,ADMIN,08-01-2016 20:41,,,,0
1123,DE14550,8081601100,Jan-16,BE,CIVIENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010830760169181654,",,ADMIN,08-01-2016 20:47,arunseth,,,0
1124,DE15391,8081601024,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010843270135865436,",,ADMIN,08-01-2016 20:53,,,,0
1125,DE13549,8081600508,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010826300166921843,",,ADMIN,08-01-2016 20:54,,,,0
1126,DE15103,8081601861,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010830070760539678,",,ADMIN,08-01-2016 20:58,annapoorna,,,0
1127,DE14152,8081601706,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010803110948491855,",,ADMIN,08-01-2016 21:00,exelonline,,,0
1128,DE14610,8081600284,Jan-16,BE,ITENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010832630193595118,",,ADMIN,08-01-2016 21:04,,,,0
1129,DE1200431,8081601181,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010852670626832033,",,ADMIN,08-01-2016 21:06,,,,0
1130,DE15475,8081601863,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010812780127384188,",02-01-2013 00:00,ADMIN,08-01-2016 21:09,,,,0
1131,DE13355,8081600172,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010828170189332808,",,ADMIN,08-01-2016 21:15,devanshcomputer,,,0
1132,DE15392,8081601376,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010821520164719531,",,ADMIN,08-01-2016 21:21,,,,0
1133,DE13278,8081600144,Jan-16,BE,COMPENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010800577763162040,",02-05-2014 00:00,ADMIN,08-01-2016 21:24,8pratp6,Fees paid thru loan,,0
1134,DE15385,8081600775,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010824733117963917,",,ADMIN,08-01-2016 21:24,,,,0
1135,DE13302,8081601657,Jan-16,BE,ECIENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010858100202861805,",03-01-2014 00:00,ADMIN,08-01-2016 21:25,,Paid thru loan,,0
1136,DE1200246,8081601174,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010838713321509415,",,ADMIN,08-01-2016 21:26,,,,0
1137,DE14096,8081600961,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010850290886496636,",09-04-2015 00:00,ADMIN,08-01-2016 21:33,,,,0
1138,DE14513,8081600429,Jan-16,BE,MECHENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010814820209907233,",,ADMIN,08-01-2016 21:35,,,,0
1139,DE14135,8081601866,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010851180869549814,",07-10-2015 00:00,ADMIN,08-01-2016 21:35,,,,0
1140,DE15675,8081600003,Jan-16,BE,MECHENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010801063124247280,",11-08-2016 00:00,ADMIN,08-01-2016 21:39,netguru1,,,0
1141,DE15677,8081601479,Jan-16,BE,MECHENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010835540214218298,",11-11-2016 00:00,ADMIN,08-01-2016 21:39,netguru1,,,0
1142,DE14233,8081601621,Jan-16,BE,ECIENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010854247314411380,",12-08-2015 00:00,ADMIN,08-01-2016 21:42,,,,0
1143,DE14666,8081601378,Jan-16,ME2YFT,EESPDC,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010829063722182020,",12-08-2016 00:00,ADMIN,08-01-2016 21:51,,,,0
1144,DE1200432,8081601795,Jan-16,BE,CIVIENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010829730175763845,",,ADMIN,08-01-2016 21:53,,,,0
1145,DE13155,8081601698,Jan-16,BE,CIVIENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010838940197573483,",,ADMIN,08-01-2016 22:00,A0947644412461,,,0
1146,DE13012,8081601716,Jan-16,BE,MECHENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010834600150382160,",,ADMIN,08-01-2016 22:01,,,,0
1147,DE15461,8081601565,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010821090373755875,",,ADMIN,08-01-2016 22:06,,,,0
1148,DE15275,8081601632,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010815213408458510,",03-04-2013 00:00,ADMIN,08-01-2016 22:09,,,,0
1149,DE14410,8081600543,Jan-16,BE,ITENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010819200278794072,",,ADMIN,08-01-2016 22:11,,,,0
1150,DE13399,8081601869,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010805197183789302,",,ADMIN,08-01-2016 22:14,,,,0
1151,DE1200017,8081601525,Jan-16,BE,MECHENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010814733291645466,",06-06-2013 00:00,ADMIN,08-01-2016 22:20,montage210,,,0
1152,DE15178,8081601704,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010849310180418254,",08-02-2012 00:00,ADMIN,08-01-2016 22:20,,,,0
1153,DE13531,8081601030,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010852487154226525,",08-05-2014 00:00,ADMIN,08-01-2016 22:21,,,,0
1154,DE15459,8081601246,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010821807997568310,",,ADMIN,08-01-2016 22:26,,,,0
1155,DE15177,8081601597,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010820350101675821,",08-03-2012 00:00,ADMIN,08-01-2016 22:31,,,,0
1156,DE1200138,8081600073,Jan-16,BE,COMPENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010841160191471493,",,ADMIN,08-01-2016 22:32,,Fees paid thru loan,,0
1157,DE13021,8081600235,Jan-16,BE,MECHENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010850497210978885,",,ADMIN,08-01-2016 22:37,,Paid thru loan,,0
1158,DE1200437,8081600329,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010848863861440660,",11-01-2012 00:00,ADMIN,08-01-2016 22:40,,,,0
1159,DE13167,8081600530,Jan-16,BE,CIVIENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010826600444364904,",,ADMIN,08-01-2016 22:42,,,,0
1160,DE14459,8081600483,Jan-16,BE,ITENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010835950128884408,",,ADMIN,08-01-2016 22:43,,,,0
1161,DE15354,8081601872,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010802450183339702,",10-08-2013 00:00,ADMIN,08-01-2016 22:44,,,,0
1162,DE15084,8081600321,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010837830692125034,",,ADMIN,08-01-2016 22:45,,,,0
1163,DE13659,8081600678,Jan-16,BE,ITENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010823540521367509,",09-07-2014 00:00,ADMIN,08-01-2016 23:03,,,,0
1164,DE15085,8081601844,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010846913446440244,",,ADMIN,08-01-2016 23:17,,,,0
1165,DE13554,8081601826,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010855187211717030,",,ADMIN,08-01-2016 23:39,,,,0
1166,DE13166,8081600774,Jan-16,BE,CIVIENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010823083196765992,",08-05-2013 00:00,ADMIN,08-01-2016 23:54,,,,0
1167,DE13218,8081601875,Jan-16,BE,COMPENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010913600133541136,",02-02-2014 00:00,ADMIN,09-01-2016 07:37,,,,0
1168,DE13031,8081600609,Jan-16,BE,MECHENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010948307173300104,",,ADMIN,09-01-2016 07:53,,,,0
1169,DE13282,8081600969,Jan-16,BE,COMPENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010906907104221151,",,ADMIN,09-01-2016 08:25,,,,0
1170,DE13382,8081600186,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010928090200095739,",07-07-2014 00:00,ADMIN,09-01-2016 08:26,,,,0
1171,DE15155,8081601452,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010925773184433812,",08-09-2012 00:00,ADMIN,09-01-2016 08:37,,,,0
1172,DE13192,8081601710,Jan-16,BE,COMPENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010953277304453456,",,ADMIN,09-01-2016 09:28,,,,0
1173,DE13408,8081601887,Jan-16,BE,ITENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010919133158311510,",,ADMIN,09-01-2016 09:48,,,,0
1174,DE1200214,8081601886,Jan-16,BE,CIVIENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010951740191713825,",,ADMIN,09-01-2016 09:48,,,,0
1175,DE1200524,8081600586,Jan-16,BE,CIVIENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010922410144371619,",,ADMIN,09-01-2016 10:07,,,,0
1176,DE15389,8081601891,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010918567274388088,",,ADMIN,09-01-2016 10:08,Lalit123,,,0
1177,DE15441,8081601860,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010957797402910731,",,ADMIN,09-01-2016 10:09,EUN004263,,,0
1178,DE15224,8081600516,Jan-16,BE,ECIENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010928150662084950,",,ADMIN,09-01-2016 10:11,,,,0
1179,DE13194,8081600763,Jan-16,BE,COMPENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010906120113915145,",02-08-2014 00:00,ADMIN,09-01-2016 10:19,,,,0
1180,DE14026,8081600527,Jan-16,BE,CIVIENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010910377140643897,",,ADMIN,09-01-2016 10:22,,,,0
1181,DE14300,8081600555,Jan-16,BE,ECTELEG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010941517103832958,",,ADMIN,09-01-2016 10:33,computepoint,,,0
1182,DE15065,8081601896,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010919810454712618,",08-12-2012 00:00,ADMIN,09-01-2016 10:37,,,,0
1183,DE13119,8081601897,Jan-16,BE,CIVIENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010909223177479688,",,ADMIN,09-01-2016 10:51,,,,0
1184,DE13502,8081600852,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010921060189354398,",,ADMIN,09-01-2016 10:51,cyberworld,,,0
1185,DE13318,8081601901,Jan-16,BE,ECIENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010929137156393477,",03-02-2014 00:00,ADMIN,09-01-2016 11:01,,,,0
1186,DE1200243,8081601885,Jan-16,BE,ECIENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010924343140928365,",09-08-2012 00:00,ADMIN,09-01-2016 11:02,,,,0
1187,DE1200464,8081600044,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010940380182100233,",01-11-2013 00:00,ADMIN,09-01-2016 11:04,,,,0
1188,DE13039,8081601904,Jan-16,BE,CIVIENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010959270350235649,",02-09-2015 00:00,ADMIN,09-01-2016 11:06,,,,0
1189,DE13600,8081600164,Jan-16,BE,ITENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010958817639734240,",10-03-2014 00:00,ADMIN,09-01-2016 11:10,,,,0
1190,DE1200129,8081600533,Jan-16,BE,COMPENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010945497212055474,",,ADMIN,09-01-2016 11:13,,,,0
1191,DE1200504,8081601894,Jan-16,BE,CIVIENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010932583212341013,",,ADMIN,09-01-2016 11:14,,,,0
1192,DE1200368,8081600676,Jan-16,BE,ITENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010948137114213175,",,ADMIN,09-01-2016 11:23,esolutions185,,,0
1193,DE14766,8081600791,Jan-16,BE,MECHENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010935413168329115,",09-08-2016 00:00,ADMIN,09-01-2016 11:28,,,,0
1194,DE14068,8081600711,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010929647203486694,",06-12-2015 00:00,ADMIN,09-01-2016 11:32,pankajverma,,,0
1195,DE15456,8081601914,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010932513166544323,",,ADMIN,09-01-2016 11:32,netguru1,,,0
1196,DE13680,8081601340,Jan-16,ME3YPT,CESPSE,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010954750232251254,",,ADMIN,09-01-2016 11:35,,,,0
1197,DE14709,8081601913,Jan-16,ME2YFT,ITSPIS,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010921573173013497,",,ADMIN,09-01-2016 11:36,,,,0
1198,DE14503,8081601146,Jan-16,BE,MECHENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010910553367008606,",,ADMIN,09-01-2016 11:38,,,,0
1199,DE1200025,8081601915,Jan-16,BE,MECHENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010928530185780980,",,ADMIN,09-01-2016 11:39,shuklainfo,,,0
1200,DE13427,8081600337,Jan-16,BE,MECHENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010923557477764994,",,ADMIN,09-01-2016 11:42,,,,0
1201,DE13032,8081601634,Jan-16,BE,MECHENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010927317144167558,",,ADMIN,09-01-2016 11:44,netguru1,,,0
1202,DE15418,8081600898,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010906777117896619,",03-10-2013 00:00,ADMIN,09-01-2016 11:45,EUN004263,,,0
1203,DE1200191,8081600368,Jan-16,BE,COMPENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010925010237339069,",,ADMIN,09-01-2016 11:45,,,,0
1204,DE15384,8081600813,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010930527129982311,",,ADMIN,09-01-2016 11:45,,,,0
1205,DE15450,8081601883,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010943570865475500,",,ADMIN,09-01-2016 11:45,EUN004263,,,0
1206,DE13041,8081601303,Jan-16,BE,MECHENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010937897616197389,",,ADMIN,09-01-2016 11:50,,,,0
1207,DE14397,8081601154,Jan-16,BE,ITENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010916593111392587,",,ADMIN,09-01-2016 11:54,,,,0
1208,DE13078,8081601920,Jan-16,BE,COMPENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010901457196559445,",,ADMIN,09-01-2016 11:56,goyal,,,0
1209,DE14158,8081600423,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010907570708664500,",,ADMIN,09-01-2016 11:56,krishnaenterprises,,,0
1210,DE1200362,8081600510,Jan-16,BE,ITENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010914717160086533,",,ADMIN,09-01-2016 11:56,,,,0
1211,DE09634,8081601195,Jan-16,ME2YFT,ITSPIS,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010950373957037696,",01-09-2012 00:00,ADMIN,09-01-2016 11:56,,,,0
1212,DE1200371,8081601908,Jan-16,BE,ITENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010914777155591221,",05-10-2013 00:00,ADMIN,09-01-2016 11:58,,,,0
1213,DE14575,8081601911,Jan-16,BE,COMPENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010951940317341620,",,ADMIN,09-01-2016 12:03,netguru1,,,0
1214,DE14422,8081600531,Jan-16,BE,ITENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010933510134957090,",05-10-2016 00:00,ADMIN,09-01-2016 12:04,miliyansh,,,0
1215,DE13440,8081600505,Jan-16,BE,CIVIENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010907617701548271,",09-07-2013 00:00,ADMIN,09-01-2016 12:09,,,,0
1216,DE15524,8081601925,Jan-16,BE,MECHENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010927717168266130,",05-09-2013 00:00,ADMIN,09-01-2016 12:10,tphvk022804,,,0
1217,DE13264,8081601596,Jan-16,BE,COMPENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010953190733670906,",,ADMIN,09-01-2016 12:10,netguru1,,,0
1218,DE11723,8081600578,Jan-16,BE,CIVIENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010939387108088578,",01-11-2012 00:00,ADMIN,09-01-2016 12:11,kapilgehlot,,,0
1219,DE1200060,8081601892,Jan-16,BE,CIVIENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010912070102662458,",07-11-2013 00:00,ADMIN,09-01-2016 12:12,netguru1,,,0
1220,DE1200401,8081601004,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010904223872061685,",,ADMIN,09-01-2016 12:15,,,,0
1221,DE15189,8081601862,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010945517124326177,",10-09-2012 00:00,ADMIN,09-01-2016 12:15,kapilgehlot,,,0
1222,DE14078,8081601921,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010921020501021060,",,ADMIN,09-01-2016 12:18,,Paid thru loan,,0
1223,DE13196,8081600054,Jan-16,BE,COMPENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010938877163571222,",01-11-2014 00:00,ADMIN,09-01-2016 12:19,,,,0
1224,DE15698,8081601369,Jan-16,ME2YFT,EESPDC,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010929150504518133,",01-09-2012 00:00,ADMIN,09-01-2016 12:21,,,,0
1225,DE1200455,8081600973,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010957520182248368,",11-04-2012 00:00,ADMIN,09-01-2016 12:23,classiccomputer,,,0
1226,DE14616,8081600658,Jan-16,BE,ITENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010900917332613690,",,ADMIN,09-01-2016 12:27,NICTCSCBANJARI,Fees paid thru loan,,0
1227,DE15448,8081601884,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010900870117890029,",,ADMIN,09-01-2016 12:27,krishnaenterprises,,,0
1228,DE15169,8081601935,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010938903155118387,",,ADMIN,09-01-2016 12:27,krishnaenterprises,,,0
