#,Enroll_no,Application_no,year_term_code,course_code,branch_code,semester_code,college_code,acad_fee,dev_fee,univ_fee,caution money,univ_enroll_fee,exam_fee,excess_fee,late_fee,reg_fee,other_fee,misc_fee,total_fee,paid_status,payment mode,utr/upi/neft/DD number,via bank name/ paytm / phonepay/ googlepay etc,payment date,trans_id,dt_insrt,by_insrt,dt_updt,by_updt,Remark1,Remark2,LateFee
1,DE13299,8081600010,Jan-16,BE,ECIENG_FT,6SEM,808,40000,32000,6211,0,0,,,290,,,,78501,Y,,,,,"16010447343813625731,",03-08-2014 00:00,ADMIN,04-01-2016 14:29,,,,0
2,DE1200309,8081600013,Jan-16,BE,ITENG_FT,8SEM,808,40000,,,,,,,,,,,40000,Y,,,,,"16010441750147932426,",,ADMIN,04-01-2016 14:30,markcom,,,0
3,DE1200241,8081600019,Jan-16,BE,ECIENG_FT,8SEM,808,40000,,,,,,,250,,,,40250,Y,,,,,"16010402787150081577,",09-06-2012 00:00,ADMIN,04-01-2016 14:36,markcom,,,0
4,DE13053,8081600023,Jan-16,BE,CIVIENG_FT,8SEM,808,40000,,,,,,,250,,,,40250,Y,,,,,"16010435160151134125,",,ADMIN,04-01-2016 14:48,,,,0
5,DE1200369,8081600039,Jan-16,BE,ITENG_FT,8SEM,808,40000,,,,,,,290,,,,40290,Y,,,,,"16010402247262283420,",05-09-2013 00:00,ADMIN,04-01-2016 15:02,,,,0
6,DE13020,8081600078,Jan-16,BE,MECHENG_FT,6SEM,808,40000,32000,6211,,,,,,,,,78211,Y,,,,,"16010416823201254898,",,ADMIN,04-01-2016 15:14,SUDJAI2810,,,0
7,DE1200145,8081600084,Jan-16,BE,COMPENG_FT,8SEM,808,,,,4000,,,,,150,,,4150,Y,,,,,"16010429370198933993,",,ADMIN,04-01-2016 15:14,,,,0
8,DE14428,8081600118,Jan-16,BE,ITENG_FT,4SEM,808,40000,,,,,2500,,,,,,42500,Y,,,,,"16010445890438276838,",,ADMIN,04-01-2016 15:40,,,,0
9,DE14172,8081600115,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,1500,,,,,,,1500,Y,,,,,"16010447917902362022,",,ADMIN,04-01-2016 15:40,,,,0
10,DE1200141,8081600002,Jan-16,BE,COMPENG_FT,8SEM,808,,,,,,,,,,,,0,Y,,,,,"16010422653933499359,",,ADMIN,04-01-2016 15:47,,,,0
11,DE1200105,8081600147,Jan-16,BE,COMPENG_FT,8SEM,808,,,,,,,,,,,,0,Y,,,,,"16010427907188170974,",04-05-2012 00:00,ADMIN,04-01-2016 16:00,,,,0
12,DE13375,8081600149,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,0,Y,,,,,"16010446093254398772,",05-03-2014 00:00,ADMIN,04-01-2016 16:01,,,,0
13,DE13446,8081600153,Jan-16,BE,CIVIENG_FT,6SEM,808,,,,,,,,,,,,0,Y,,,,,"16010426487201804318,",,ADMIN,04-01-2016 16:09,,,,0
14,DE14248,8081600168,Jan-16,BE,ECTELEG_FT,4SEM,808,,,,,,,,,,,,0,Y,,,,,"16010429297331828833,",,ADMIN,04-01-2016 16:13,netguru1,,,0
15,DE1200469,8081600170,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,0,Y,,,,,"16010446257207504497,",,ADMIN,04-01-2016 16:16,,,,0
16,DE1200154,8081600103,Jan-16,BE,COMPENG_FT,8SEM,808,,,,,,,,,,,,0,Y,,,,,"16010440003307389947,",07-04-2012 00:00,ADMIN,04-01-2016 16:19,,,,0
17,DE1200159,8081600130,Jan-16,BE,COMPENG_FT,8SEM,808,,,,,,,,,,,,0,Y,,,,,"16010407577160994131,",,ADMIN,04-01-2016 16:20,,,,0
18,DE15669,8081600199,Jan-16,BE,MECHENG_FT,4SEM,808,,,,,,,,,,,,0,Y,,,,,"16010410987120688586,",11-03-2016 00:00,ADMIN,04-01-2016 16:34,DOTCOM,,,0
19,DE14093,8081600162,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,0,Y,,,,,"16010412763208685180,",,ADMIN,04-01-2016 16:34,,,,0
20,DE13232,8081600177,Jan-16,BE,COMPENG_FT,6SEM,808,,,,,,,,,,,,0,Y,,,,,"16010413880797675880,",,ADMIN,04-01-2016 16:41,ABHIKARERA,,,0
21,DE13668,8081600222,Jan-16,BE,ITENG_FT,6SEM,808,,,,,,,,,,,,0,Y,,,,,"16010402017147077925,",,ADMIN,04-01-2016 16:55,,,,0
22,DE13297,8081600256,Jan-16,BE,ECIENG_FT,6SEM,808,,,,,,,,,,,,0,Y,,,,,"16010419910214346034,",,ADMIN,04-01-2016 17:11,,,,0
23,DE1200296,8081600275,Jan-16,BE,ITENG_FT,8SEM,808,,,,,,,,,,,,0,Y,,,,,"16010441740152685256,",,ADMIN,04-01-2016 17:14,,,,0
24,DE1200026,8081600282,Jan-16,BE,MECHENG_FT,8SEM,808,,,,,,,,,,,,0,Y,,,,,"16010440080207256205,",,ADMIN,04-01-2016 17:25,HARDEEP,,,0
25,DE14132,8081600286,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,0,Y,,,,,"16010435290120737912,",,ADMIN,04-01-2016 17:30,,,,0
26,DE14555,8081600116,Jan-16,BE,CIVIENG_FT,6SEM,808,,,,,,,,,,,,0,Y,,,,,"16010446903105614829,",,ADMIN,04-01-2016 17:42,netguru1,,,0
27,DE14400,8081600279,Jan-16,BE,ITENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010416733117976014,",,ADMIN,04-01-2016 18:02,,,,0
28,DE13028,8081600327,Jan-16,BE,MECHENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010440727778711394,",03-03-2015 00:00,ADMIN,04-01-2016 18:26,,,,0
29,DE13400,8081600064,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010408077885189280,",07-12-2014 00:00,ADMIN,04-01-2016 18:45,saishreenath,,,0
30,DE15486,8081600375,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010459417129676814,",02-06-2013 00:00,ADMIN,04-01-2016 19:04,,,,0
31,DE1200526,8081600370,Jan-16,BE,CIVIENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010420963735742206,",,ADMIN,04-01-2016 19:06,,,,0
32,DE15090,8081600334,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010450937114141477,",,ADMIN,04-01-2016 19:11,markcom,,,0
33,DE1200480,8081600388,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010424740287223220,",,ADMIN,04-01-2016 19:14,,,,0
34,DE15500,8081600396,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010431480885025954,",,ADMIN,04-01-2016 19:16,ashokcomputers,,,0
35,DE14225,8081600409,Jan-16,BE,ECIENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010447763368062712,",12-03-2015 00:00,ADMIN,04-01-2016 19:29,SAISHREENATH,,,0
36,DE14289,8081600364,Jan-16,BE,ECTELEG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010454490106548888,",,ADMIN,04-01-2016 19:29,,,,0
37,DE14016,8081600217,Jan-16,BE,CIVIENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010428803611812376,",04-08-2015 00:00,ADMIN,04-01-2016 19:33,,,,0
38,DE13490,8081600088,Jan-16,BE,MECHENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010413377123492384,",,ADMIN,04-01-2016 19:35,,,,0
39,DE14186,8081600050,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010452180887862527,",08-05-2015 00:00,ADMIN,04-01-2016 20:05,,,,0
40,DE1200148,8081600383,Jan-16,BE,COMPENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010419570104584883,",,ADMIN,04-01-2016 20:25,CYBERSAMIR,,,0
41,DE14401,8081600428,Jan-16,BE,ITENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010408653416554963,",05-03-2016 00:00,ADMIN,04-01-2016 20:31,,,,0
42,DE1200045,8081600143,Jan-16,BE,MECHENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010411313921687491,",,ADMIN,04-01-2016 20:43,,,,0
43,DE13266,8081600459,Jan-16,BE,COMPENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010439763372386723,",,ADMIN,04-01-2016 20:43,,,,0
44,DE14271,8081600473,Jan-16,BE,ECTELEG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010426260249509484,",01-09-2016 00:00,ADMIN,04-01-2016 20:47,,,,0
45,DE14140,8081600466,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010454660193813583,",,ADMIN,04-01-2016 20:48,,,,0
46,DE14056,8081600476,Jan-16,BE,CIVIENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010421447928854692,",,ADMIN,04-01-2016 20:58,,,,0
47,DE1200465,8081600295,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010428113160920952,",11-10-2012 00:00,ADMIN,04-01-2016 21:05,,,,0
48,DE1200494,8081600489,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010435273171962597,",,ADMIN,04-01-2016 21:24,,,,0
49,DE13479,8081600507,Jan-16,BE,ITENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010454850178002954,",09-03-2014 00:00,ADMIN,04-01-2016 21:45,,,,0
50,DE13035,8081600506,Jan-16,BE,MECHENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010402837448723870,",,ADMIN,04-01-2016 21:46,,,,0
51,DE14207,8081600511,Jan-16,BE,ECIENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010411793756362286,",,ADMIN,04-01-2016 21:50,,,,0
52,DE13418,8081600496,Jan-16,BE,MECHENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010422400128309203,",02-05-2015 00:00,ADMIN,04-01-2016 21:53,,,,0
53,DE1200460,8081600043,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010434470160326546,",01-09-2013 00:00,ADMIN,04-01-2016 22:04,,,,0
54,DE13351,8081600176,Jan-16,BE,ECIENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010436890111442260,",03-07-2014 00:00,ADMIN,04-01-2016 22:09,,,,0
55,DE13436,8081600517,Jan-16,BE,MECHENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010449280149090505,",,ADMIN,04-01-2016 22:10,,,,0
56,DE13034,8081600204,Jan-16,BE,MECHENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010454050130757528,",,ADMIN,04-01-2016 22:14,,,,0
57,DE13459,8081600522,Jan-16,BE,ITENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010400920208664620,",09-05-2014 00:00,ADMIN,04-01-2016 22:21,,,,0
58,DE13198,8081600108,Jan-16,BE,COMPENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010440860585952725,",,ADMIN,04-01-2016 22:24,,,,0
59,DE14442,8081600532,Jan-16,BE,ITENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010429510718294700,",,ADMIN,04-01-2016 22:51,,,,0
60,DE1200456,8081600456,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010420360128420233,",11-05-2012 00:00,ADMIN,04-01-2016 23:10,,,,0
61,DE1200113,8081600255,Jan-16,BE,COMPENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010450597874355070,",04-10-2012 00:00,ADMIN,04-01-2016 23:31,,,,0
62,DE14292,8081600519,Jan-16,BE,ECTELEG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010425060127305593,",,ADMIN,04-01-2016 23:35,,,,0
63,DE1200409,8081600556,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010449447123671482,",,ADMIN,04-01-2016 23:39,,,,0
64,DE1200462,8081600561,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010423190128517456,",01-10-2013 00:00,ADMIN,04-01-2016 23:44,,,,0
65,DE14466,8081600564,Jan-16,BE,ITENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010506340193797437,",,ADMIN,05-01-2016 00:07,,,,0
66,DE13395,8081600567,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010515613967777970,",,ADMIN,05-01-2016 00:18,,,,0
67,DE13657,8081600394,Jan-16,BE,ITENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010512193240522403,",09-08-2014 00:00,ADMIN,05-01-2016 00:26,,,,0
68,DE14326,8081600528,Jan-16,BE,ECTELEG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010512537139253514,",02-05-2016 00:00,ADMIN,05-01-2016 01:12,,,,0
69,DE14303,8081600584,Jan-16,BE,ECTELEG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010556493141148858,",,ADMIN,05-01-2016 02:02,,,,0
70,DE1200245,8081600585,Jan-16,BE,ECIENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010541503798340623,",09-10-2012 00:00,ADMIN,05-01-2016 02:11,,,,0
71,DE14348,8081600535,Jan-16,BE,ECTELEG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010518693171127957,",04-09-2016 00:00,ADMIN,05-01-2016 07:16,,,,0
72,DE1200208,8081600597,Jan-16,BE,ECIENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010502593136438309,",,ADMIN,05-01-2016 07:45,,,,0
73,DE13529,8081600224,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010506917196603582,",,ADMIN,05-01-2016 08:39,,,,0
74,DE1200556,8081600617,Jan-16,BE,CIVIENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010548010210562185,",,ADMIN,05-01-2016 09:07,,,,0
75,DE14407,8081600520,Jan-16,BE,ITENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010525330200436758,",05-07-2016 00:00,ADMIN,05-01-2016 09:30,,,,0
76,DE13521,8081600632,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010532460142587138,",,ADMIN,05-01-2016 09:40,,,,0
77,DE1200099,8081600640,Jan-16,BE,COMPENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010524867245330255,",06-11-2012 00:00,ADMIN,05-01-2016 09:50,,,,0
78,DE13618,8081600232,Jan-16,BE,ITENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010548870185797175,",,ADMIN,05-01-2016 10:04,,,,0
79,DE1200366,8081600373,Jan-16,BE,ITENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010547290913500424,",,ADMIN,05-01-2016 10:08,,,,0
80,DE13602,8081600660,Jan-16,BE,ITENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010542923152364482,",,ADMIN,05-01-2016 10:38,,,,0
81,DE14005,8081600225,Jan-16,BE,CIVIENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010514913104023675,",,ADMIN,05-01-2016 10:47,markcom,,,0
82,DE1200162,8081600663,Jan-16,BE,COMPENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010507923109639664,",,ADMIN,05-01-2016 10:54,,,,0
83,DE1200233,8081600106,Jan-16,BE,ECIENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010541147448968565,",09-02-2012 00:00,ADMIN,05-01-2016 11:10,markcom,,,0
84,DE1200130,8081600231,Jan-16,BE,COMPENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010529467163902782,",,ADMIN,05-01-2016 11:19,,,,0
85,DE13580,8081600272,Jan-16,BE,ITENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010536417269777784,",,ADMIN,05-01-2016 11:22,,,,0
86,DE13272,8081600381,Jan-16,BE,COMPENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010537497859124969,",01-06-2014 00:00,ADMIN,05-01-2016 11:25,netguru1,,,0
87,DE1200393,8081600696,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010502870328815087,",10-09-2012 00:00,ADMIN,05-01-2016 11:26,,,,0
88,DE14577,8081600694,Jan-16,BE,COMPENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010500150177654317,",,ADMIN,05-01-2016 11:27,csjain,,,0
89,DE15311,8081600431,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010529630107782535,",08-01-2013 00:00,ADMIN,05-01-2016 11:41,CYBERLIFEINDORE1,,,0
90,DE15301,8081600691,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010533537145443933,",,ADMIN,05-01-2016 11:46,,,,0
91,DE13442,8081600716,Jan-16,BE,CIVIENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010533423187543340,",10-06-2013 00:00,ADMIN,05-01-2016 11:47,,,,0
92,DE15402,8081600722,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010509713158417746,",03-01-2013 00:00,ADMIN,05-01-2016 11:56,markcom,,,0
93,DE15401,8081600724,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010519183157253236,",,ADMIN,05-01-2016 11:57,markcom,,,0
94,DE13561,8081600330,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010545570789951982,",,ADMIN,05-01-2016 11:59,,,,0
95,DE1200168,8081600725,Jan-16,BE,COMPENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010516633140793280,",,ADMIN,05-01-2016 12:03,,,,0
96,DE13545,8081600729,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010504103160967830,",,ADMIN,05-01-2016 12:05,markcom,,,0
97,DE13565,8081600244,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010516533135811376,",07-06-2014 00:00,ADMIN,05-01-2016 12:15,gurukripa1234,,,0
98,DE1200324,8081600672,Jan-16,BE,ITENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010537340198354250,",03-07-2013 00:00,ADMIN,05-01-2016 12:19,pratikrathore,,,0
99,DE1200021,8081600580,Jan-16,BE,MECHENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010504983259242650,",06-09-2013 00:00,ADMIN,05-01-2016 12:25,markcom,,,0
100,DE13029,8081600733,Jan-16,BE,MECHENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010520947594822752,",,ADMIN,05-01-2016 12:25,,,,0
101,DE14515,8081600249,Jan-16,BE,MECHENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010557653191382301,",10-02-2016 00:00,ADMIN,05-01-2016 12:25,nictanjardacsc,,,0
102,DE14517,8081600736,Jan-16,BE,MECHENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010539303122650030,",10-04-2016 00:00,ADMIN,05-01-2016 12:26,,,,0
103,DE13624,8081600723,Jan-16,BE,ITENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010552903774119917,",,ADMIN,05-01-2016 12:44,,,,0
104,DE1200080,8081600266,Jan-16,BE,COMPENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010551177513303336,",06-03-2012 00:00,ADMIN,05-01-2016 12:46,markcom,,,0
105,DE14065,8081600501,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010557257640365700,",06-10-2015 00:00,ADMIN,05-01-2016 12:47,markcom,,,0
106,DE13570,8081600743,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010545350140012720,",,ADMIN,05-01-2016 12:51,,,,0
107,DE13540,8081600662,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010505237374265706,",,ADMIN,05-01-2016 12:53,ankitapoint,,,0
108,DE15269,8081600758,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010501140653209284,",,ADMIN,05-01-2016 12:54,,,,0
109,DE1200179,8081600751,Jan-16,BE,COMPENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010518920148075682,",05-08-2012 00:00,ADMIN,05-01-2016 12:58,,,,0
110,DE1200358,8081600001,Jan-16,BE,ITENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010540070955909050,",,ADMIN,05-01-2016 13:12,HARI2004,,,0
111,DE14571,8081600215,Jan-16,BE,COMPENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010556687107164685,",,ADMIN,05-01-2016 13:19,CSJAIN,,,0
112,DE15265,8081600782,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010517683127601218,",07-04-2013 00:00,ADMIN,05-01-2016 13:21,,,,0
113,DE15285,8081600790,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010516697475360718,",,ADMIN,05-01-2016 13:26,,,,0
114,DE1200150,8081600048,Jan-16,BE,COMPENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010508707966714211,",,ADMIN,05-01-2016 13:29,cscdhwaj,,,0
115,DE14420,8081600797,Jan-16,BE,CIVIENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010531433615946969,",,ADMIN,05-01-2016 13:35,rhytdm,,,0
116,DE14054,8081600613,Jan-16,BE,CIVIENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010524170110300159,",,ADMIN,05-01-2016 13:37,rhytdm,,,0
117,DE15329,8081600799,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010531963940597237,",,ADMIN,05-01-2016 13:39,markcom,,,0
118,DE15290,8081600800,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010530037116281344,",,ADMIN,05-01-2016 13:40,markcom,,,0
119,DE13649,8081600021,Jan-16,BE,ITENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010501150187676018,",,ADMIN,05-01-2016 13:41,perfect,,,0
120,DE14046,8081600195,Jan-16,BE,CIVIENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010507457195769597,",05-06-2015 00:00,ADMIN,05-01-2016 13:50,,,,0
121,DE14374,8081600602,Jan-16,BE,ITENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010518260204576084,",07-06-2016 00:00,ADMIN,05-01-2016 13:50,,Fees paid thru loan,,0
122,DE14508,8081600219,Jan-16,BE,MECHENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010505597461991296,",,ADMIN,05-01-2016 13:58,shivanshcybercafe,,,0
123,DE1200213,8081600726,Jan-16,BE,ITENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010508080157103318,",,ADMIN,05-01-2016 13:58,,,,0
124,DE13273,8081600051,Jan-16,BE,COMPENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010507827964592884,",02-03-2014 00:00,ADMIN,05-01-2016 14:15,,,,0
125,DE1200537,8081600011,Jan-16,BE,CIVIENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010556930144728447,",02-03-2012 00:00,ADMIN,05-01-2016 14:24,netguru1,,,0
126,DE1200315,8081600829,Jan-16,BE,ITENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010551947537206850,",,ADMIN,05-01-2016 14:28,netguru1,,,0
127,DE13425,8081600074,Jan-16,BE,MECHENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010527533826644726,",,ADMIN,05-01-2016 14:29,netguru1,,,0
128,DE15032,8081600425,Jan-16,BE,CIVIENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010502120143323277,",,ADMIN,05-01-2016 14:31,netguru1,,,0
129,DE1200104,8081600087,Jan-16,BE,COMPENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010503217186431274,",04-04-2012 00:00,ADMIN,05-01-2016 14:33,,,,0
130,DE14260,8081600411,Jan-16,BE,ECTELEG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010535580179276829,",03-09-2016 00:00,ADMIN,05-01-2016 14:36,DUBEYCOMPUTER,,,0
131,DE1200344,8081600738,Jan-16,BE,ITENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010527190524269960,",,ADMIN,05-01-2016 14:43,sanjaykumar,,,0
132,DE15193,8081600833,Jan-16,BE,ECIENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010549417201557877,",,ADMIN,05-01-2016 14:45,,,,0
133,DE13060,8081600022,Jan-16,BE,COMPENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010510573719784970,",,ADMIN,05-01-2016 14:51,netguru1,,,0
134,DE15200,8081600836,Jan-16,BE,ECIENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010516300999170402,",,ADMIN,05-01-2016 14:54,,,,0
135,DE14221,8081600281,Jan-16,BE,ECIENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010553523209734324,",,ADMIN,05-01-2016 14:54,Vatscyberzone,,,0
136,DE1200472,8081600629,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010511800547687441,",,ADMIN,05-01-2016 14:56,,,,0
137,DE15444,8081600838,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010534193165534685,",,ADMIN,05-01-2016 15:01,,,,0
138,DE1200386,8081600391,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010501447203562740,",10-05-2012 00:00,ADMIN,05-01-2016 15:06,,,,0
139,DE14487,8081600839,Jan-16,BE,ITENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010526817506322677,",,ADMIN,05-01-2016 15:06,,,,0
140,DE14104,8081600220,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010527387156171776,",,ADMIN,05-01-2016 15:15,krishnaenterprises,,,0
141,DE14282,8081600846,Jan-16,BE,ECTELEG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010541417473860646,",,ADMIN,05-01-2016 15:21,jaimahakal,,,0
142,DE15520,8081600624,Jan-16,BE,MECHENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010556320209274410,",05-04-2013 00:00,ADMIN,05-01-2016 15:27,markcom,,,0
143,DE15519,8081600622,Jan-16,BE,MECHENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010537947734836813,",05-05-2013 00:00,ADMIN,05-01-2016 15:30,markcom,,,0
144,DE14006,8081600196,Jan-16,BE,CIVIENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010514197645592728,",,ADMIN,05-01-2016 15:31,netguru1,,,0
